,Acronym,RosterID,Interceptions,InterceptionsYards,InterceptionTDs,PassDefended,ForcedFumbles,FumblesRecovered,FumbleYards,FumbleTDs,Sacks,CombinedTackles,SoloTackles,AssistedTackles,TacklesForLoss,QbHits,Safeties
37256,was,cle77WyattTeller,,,,,,,,,,,,,,,
37257,was,cle37TedricThompson,,,,,,,,,,,,,,,
37258,was,cle93TommyTogiai,,,,,,,,,9.0,62.0,31.0,31.0,10.0,30.0,
37259,was,cle64J.C.Tretter,,,,,,,,,,,,,,,
37260,was,cle04AnthonyWalker,,,,,0.0,6.0,1.0,0.0,0.0,,,,,,
37261,was,cle21DenzelWard,,,,,,,,,,,,,,,
37262,was,cle59CurtisWeaver,,,,,,,,,0.0,4.0,3.0,1.0,0.0,0.0,
37263,was,cle26GreedyWilliams,2.0,3.0,0.0,2.0,1.0,2.0,23.0,0.0,3.0,81.0,51.0,30.0,7.0,2.0,
37264,was,cle71JedrickWills,,,,,,,,,,,,,,,
37265,was,cle51MackWilson,,,,,0.0,1.0,0.0,0.0,0.0,28.0,20.0,8.0,2.0,1.0,
37266,was,tam26AndrewAdams,2.0,3.0,0.0,2.0,1.0,2.0,23.0,0.0,3.0,81.0,51.0,30.0,7.0,2.0,
37267,was,tam38KenjonBarner,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
37268,was,tam58ShaquilBarrett,,,,,,,,,1.5,8.0,2.0,6.0,1.0,3.0,
37269,was,tam06Le'VeonBell,,,,,,,,,,,,,,,
37270,was,tam25GiovaniBernard,0.0,0.0,0.0,3.0,,,,,0.0,26.0,20.0,6.0,1.0,0.0,
37271,was,tam12TomBrady,,,,,,,,,,,,,,,
37272,was,tam84CameronBrate,,,,,,,,,,,,,,,
37273,was,tam52K.J.Britt,0.0,0.0,0.0,1.0,,,,,1.0,76.0,48.0,28.0,3.0,2.0,
37274,was,tam81AntonioBrown,,,,,,,,,,,,,,,
37275,was,tam65AlexCappa,,,,,,,,,,,,,,,
37276,was,tam43RossCockrell,,,,,,,,,,,,,,,
37277,was,tam01JaelonDarden,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
37278,was,tam54LavonteDavid,,,,,,,,,,,,,,,
37279,was,tam24CarltonDavis,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
37280,was,tam35JamelDean,,,,,,,,,,,,,,,
37281,was,tam30DeeDelaney,,,,,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,
37282,was,tam29PierreDesir,1.0,0.0,0.0,16.0,,,,,1.0,77.0,64.0,13.0,2.0,1.0,
37283,was,tam32MikeEdwards,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37284,was,tam13MikeEvans,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
37285,was,tam88DarrenFells,,,,,,,,,,,,,,,
37286,was,tam07LeonardFournette,,,,,,,,,,,,,,,
37287,was,tam11BlaineGabbert,,,,,,,,,0.0,6.0,4.0,2.0,0.0,0.0,
37288,was,tam92WilliamGholston,,,,,,,,,0.0,10.0,5.0,5.0,1.0,1.0,
37289,was,tam49CamGill,,,,,,,,,,,,,,,
37290,was,tam14ChrisGodwin,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37291,was,tam15CyrilGrayson,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37292,was,tam87RobGronkowski,,,,,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
37293,was,tam70RobertHainsey,,,,,,,,,,,,,,,
37294,was,tam19SterlingHofrichter,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37295,was,tam80O.J.Howard,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
37296,was,tam66RyanJensen,,,,,,,,,,,,,,,
37297,was,tam18TylerJohnson,,,,,,,,,,,,,,,
37298,was,tam27RonaldJones,,,,,,,,,,,,,,,
37299,was,tam60NickLeverett,,,,,0.0,0.0,-12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
37300,was,tam74AliMarpet,,,,,,,,,,,,,,,
37301,was,tam86CodeyMcElroy,,,,,,,,,,,,,,,
37302,was,tam96SteveMcLendon,0.0,0.0,0.0,1.0,,,,,2.5,30.0,11.0,19.0,4.0,5.0,
37303,was,tam85JaydonMickens,,,,,,,,,,,,,,,
37304,was,tam10ScottMiller,,,,,,,,,,,,,,,
37305,was,tam51KevinMinter,,,,,0.0,1.0,0.0,0.0,0.0,28.0,20.0,8.0,2.0,1.0,
37306,was,tam23SeanMurphy-Bunting,2.0,0.0,0.0,8.0,,,,,0.0,39.0,36.0,3.0,0.0,0.0,
37307,was,tam98AnthonyNelson,,,,,,,,,2.5,38.0,16.0,22.0,3.0,11.0,
37308,was,tam56RakeemNunez-Roches,,,,,,,,,0.5,5.0,0.0,5.0,0.0,1.0,
37309,was,tam79PatO'Connor,,,,,,,,,,,,,,,
37310,was,tam16BreshadPerriman,,,,,,,,,,,,,,,
37311,was,tam90JasonPierre-Paul,,,,,3.0,0.0,0.0,0.0,5.0,24.0,13.0,11.0,3.0,13.0,
37312,was,tam08BradleyPinion,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37313,was,tam91BenningPotoa'e,,,,,,,,,,,,,,,
37314,was,tam28RashardRobinson,,,,,,,,,,,,,,,
37315,was,tam05RichardSherman,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
37316,was,tam76DonovanSmith,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37317,was,tam64AaronStinnie,,,,,,,,,,,,,,,
37318,was,tam48GrantStuard,,,,,,,,,0.0,7.0,4.0,3.0,0.0,1.0,
37319,was,tam03RyanSuccop,,,,,,,,,,,,,,,
37320,was,tam93NdamukongSuh,,,,,,,,,9.0,62.0,31.0,31.0,10.0,30.0,
37321,was,tam46CarsonTinker,,,,,,,,,,,,,,,
37322,was,tam97ZachTriner,,,,,0.0,1.0,-7.0,0.0,0.0,13.0,7.0,6.0,4.0,0.0,
37323,was,tam09JoeTryon-Shoyinka,,,,,,,,,,,,,,,
37324,was,tam21Ke'ShawnVaughn,,,,,,,,,,,,,,,
37325,was,tam50VitaVea,,,,,,,,,0.0,3.0,2.0,1.0,0.0,0.0,
37326,was,tam17JustinWatson,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
37327,was,tam72JoshWells,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37328,was,tam45DevinWhite,,,,,,,,,1.0,4.0,4.0,0.0,1.0,1.0,
37329,was,tam33JordanWhitehead,,,,,,,,,,,,,,,
37330,was,tam31AntoineWinfield,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,99.0,62.0,37.0,2.0,3.0,
37331,was,tam78TristanWirfs,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
37332,was,tam36BlidiWreh-Wilson,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,21.0,15.0,6.0,0.0,0.0,
37333,was,tam82DeonYelder,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37334,was,crd23RobertAlford,2.0,0.0,0.0,8.0,,,,,0.0,39.0,36.0,3.0,0.0,0.0,
37335,was,crd94ZachAllen,,,,,0.0,1.0,6.0,0.0,4.5,61.0,35.0,26.0,6.0,15.0,
37336,was,crd03BuddaBaker,,,,,,,,,,,,,,,
37337,was,crd31ChrisBanjo,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,99.0,62.0,37.0,2.0,3.0,
37338,was,crd68KelvinBeachum,,,,,,,,,,,,,,,
37339,was,crd26EnoBenjamin,2.0,3.0,0.0,2.0,1.0,2.0,23.0,0.0,3.0,81.0,51.0,30.0,7.0,2.0,
37340,was,crd21BreonBorders,,,,,,,,,,,,,,,
37341,was,crd46AaronBrewer,,,,,,,,,,,,,,,
37342,was,crd43BeauBrinkley,,,,,,,,,,,,,,,
37343,was,crd25ZavenCollins,0.0,0.0,0.0,3.0,,,,,0.0,26.0,20.0,6.0,1.0,0.0,
37344,was,crd06JamesConner,,,,,,,,,,,,,,,
37345,was,crd81DarrellDaniels,,,,,,,,,,,,,,,
37346,was,crd52VictorDimukeje,0.0,0.0,0.0,1.0,,,,,1.0,76.0,48.0,28.0,3.0,2.0,
37347,was,crd91MichaelDogbe,,,,,,,,,,,,,,,
37348,was,crd83GregDortch,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37349,was,crd02ChaseEdmonds,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
37350,was,crd86ZachErtz,,,,,,,,,,,,,,,
37351,was,crd30TavienFeaster,,,,,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,
37352,was,crd49KylieFitts,,,,,,,,,,,,,,,
37353,was,crd95LekiFotu,0.0,0.0,0.0,1.0,,,,,1.0,27.0,16.0,11.0,1.0,6.0,
37354,was,crd73MaxGarcia,,,,,0.0,1.0,-3.0,0.0,0.0,,,,,,
37355,was,crd45DennisGardeck,,,,,,,,,1.0,4.0,4.0,0.0,1.0,1.0,
37356,was,crd44MarkusGolden,,,,,,,,,,,,,,,
37357,was,crd18A.J.Green,,,,,,,,,,,,,,,
37358,was,crd33AntonioHamilton,,,,,,,,,,,,,,,
37359,was,crd64SeanHarlow,,,,,,,,,,,,,,,
37360,was,crd84DemetriusHarris,,,,,,,,,,,,,,,
37361,was,crd53MarcusHenry,,,,,,,,,0.0,22.0,12.0,10.0,1.0,0.0,
37362,was,crd58JordanHicks,,,,,,,,,1.5,8.0,2.0,6.0,1.0,3.0,
37363,was,crd10DeAndreHopkins,,,,,,,,,,,,,,,
37364,was,crd61RodneyHudson,,,,,,,,,,,,,,,
37365,was,crd74D.J.Humphries,,,,,,,,,,,,,,,
37366,was,crd17AndyIsabella,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
37367,was,crd63DannyIsidora,,,,,,,,,,,,,,,
37368,was,crd55ChandlerJones,2.0,54.0,1.0,7.0,2.0,1.0,0.0,0.0,1.0,142.0,83.0,59.0,2.0,2.0,
37369,was,crd79JoshJones,,,,,,,,,,,,,,,
37370,was,crd42DevonKennard,,,,,,,,,,,,,,,
37371,was,crd92ZachKerr,,,,,,,,,0.0,10.0,5.0,5.0,1.0,1.0,
37372,was,crd13ChristianKirk,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
37373,was,crd90RashardLawrence,,,,,3.0,0.0,0.0,0.0,5.0,24.0,13.0,11.0,3.0,13.0,
37374,was,crd93JonathanLedbetter,,,,,,,,,9.0,62.0,31.0,31.0,10.0,30.0,
37375,was,crd14AndyLee,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37376,was,crd60KodaMartin,,,,,0.0,0.0,-12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
37377,was,crd96JoshMauro,0.0,0.0,0.0,1.0,,,,,2.5,30.0,11.0,19.0,4.0,5.0,
37378,was,crd12ColtMcCoy,,,,,,,,,,,,,,,
37379,was,crd66JoshuaMiles,,,,,,,,,,,,,,,
37380,was,crd04RondaleMoore,,,,,0.0,6.0,1.0,0.0,0.0,,,,,,
37381,was,crd07ByronMurphy,,,,,,,,,,,,,,,
37382,was,crd71JustinMurray,,,,,,,,,,,,,,,
37383,was,crd01KylerMurray,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
37384,was,crd98CoreyPeters,,,,,,,,,2.5,38.0,16.0,22.0,3.0,11.0,
37385,was,crd27KevinPeterson,,,,,,,,,,,,,,,
37386,was,crd97JordanPhillips,,,,,0.0,1.0,-7.0,0.0,0.0,13.0,7.0,6.0,4.0,0.0,
37387,was,crd05MattPrater,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
37388,was,crd67JustinPugh,,,,,,,,,,,,,,,
37389,was,crd09IsaiahSimmons,,,,,,,,,,,,,,,
37390,was,crd72EricSmith,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37391,was,crd15ChrisStreveler,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37392,was,crd22DeionteThompson,,,,,,,,,0.0,10.0,5.0,5.0,0.0,0.0,
37393,was,crd34JalenThompson,,,,,,,,,0.0,12.0,6.0,6.0,0.0,0.0,
37394,was,crd43RossTravis,,,,,,,,,,,,,,,
37395,was,crd47ZekeTurner,,,,,,,,,0.0,9.0,4.0,5.0,0.0,1.0,
37396,was,crd51TannerVallejo,,,,,0.0,1.0,0.0,0.0,0.0,28.0,20.0,8.0,2.0,1.0,
37397,was,crd59JoeWalker,,,,,,,,,0.0,4.0,3.0,1.0,0.0,0.0,
37398,was,crd29JonathanWard,1.0,0.0,0.0,16.0,,,,,1.0,77.0,64.0,13.0,2.0,1.0,
37399,was,crd28CharlesWashington,,,,,,,,,,,,,,,
37400,was,crd99J.J.Watt,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.5,26.0,15.0,11.0,3.0,4.0,
37401,was,crd41DavidWells,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
37402,was,crd84AntoineWesley,,,,,,,,,,,,,,,
37403,was,crd35TahirWhitehead,,,,,,,,,,,,,,,
37404,was,crd39JaceWhittaker,0.0,0.0,0.0,1.0,,,,,0.0,29.0,20.0,9.0,1.0,0.0,
37405,was,crd38JamesWiggins,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
37406,was,crd87MaxxWilliams,,,,,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
37407,was,crd20MarcoWilson,4.0,63.0,1.0,9.0,,,,,0.0,63.0,47.0,16.0,0.0,0.0,
37408,was,crd16RyanWinslow,,,,,,,,,,,,,,,
37409,was,crd65BrianWinters,,,,,,,,,,,,,,,
37410,was,sdg76OdayAboushi,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37411,was,sdg24NasirAdderley,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
37412,was,sdg13KeenanAllen,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
37413,was,sdg82StephenAnderson,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37414,was,sdg83MichaelBandy,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37415,was,sdg90EricBanks,,,,,3.0,0.0,0.0,0.0,5.0,24.0,13.0,11.0,3.0,13.0,
37416,was,sdg39EssangBassey,0.0,0.0,0.0,1.0,,,,,0.0,29.0,20.0,9.0,1.0,0.0,
37417,was,sdg97JoeyBosa,,,,,0.0,1.0,-7.0,0.0,0.0,13.0,7.0,6.0,4.0,0.0,
37418,was,sdg34DariusBradwell,,,,,,,,,0.0,12.0,6.0,6.0,0.0,0.0,
37419,was,sdg90AndrewBrown,,,,,3.0,0.0,0.0,0.0,5.0,24.0,13.0,11.0,3.0,13.0,
37420,was,sdg75BryanBulaga,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
37421,was,sdg20TevaughnCampbell,4.0,63.0,1.0,9.0,,,,,0.0,63.0,47.0,16.0,0.0,0.0,
37422,was,sdg50ColeChristiansen,,,,,,,,,0.0,3.0,2.0,1.0,0.0,0.0,
37423,was,sdg87JaredCook,,,,,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
37424,was,sdg03K.J.Costello,,,,,,,,,,,,,,,
37425,was,sdg95ChristianCovington,0.0,0.0,0.0,1.0,,,,,1.0,27.0,16.0,11.0,1.0,6.0,
37426,was,sdg04ChaseDaniel,,,,,0.0,6.0,1.0,0.0,0.0,,,,,,
37427,was,sdg43MichaelDavis,,,,,,,,,,,,,,,
37428,was,sdg46BenDeLuca,,,,,,,,,,,,,,,
37429,was,sdg51EmekeEgbule,,,,,0.0,1.0,0.0,0.0,0.0,28.0,20.0,8.0,2.0,1.0,
37430,was,sdg30AustinEkeler,,,,,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,
37431,was,sdg52KylerFackrell,0.0,0.0,0.0,1.0,,,,,1.0,76.0,48.0,28.0,3.0,2.0,
37432,was,sdg96BreidenFehoko,0.0,0.0,0.0,1.0,,,,,2.5,30.0,11.0,19.0,4.0,5.0,
37433,was,sdg71MattFeiler,,,,,,,,,,,,,,,
37434,was,sdg80MauriceFfrench,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
37435,was,sdg92JoeGaziano,,,,,,,,,0.0,10.0,5.0,5.0,1.0,1.0,
37436,was,sdg32AlohiGilman,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37437,was,sdg15JalenGuyton,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37438,was,sdg37KemonHall,,,,,,,,,,,,,,,
37439,was,sdg25ChrisHarris,0.0,0.0,0.0,3.0,,,,,0.0,26.0,20.0,6.0,1.0,0.0,
37440,was,sdg28DavontaeHarris,,,,,,,,,,,,,,,
37441,was,sdg10JustinHerbert,,,,,,,,,,,,,,,
37442,was,sdg84K.J.Hill,,,,,,,,,,,,,,,
37443,was,sdg06DustinHopkins,,,,,,,,,,,,,,,
37444,was,sdg22JustinJackson,,,,,,,,,0.0,10.0,5.0,5.0,0.0,0.0,
37445,was,sdg64BrendenJaimes,,,,,,,,,,,,,,,
37446,was,sdg03DerwinJames,,,,,,,,,,,,,,,
37447,was,sdg93JustinJones,,,,,,,,,9.0,62.0,31.0,31.0,10.0,30.0,
37448,was,sdg98LinvalJoseph,,,,,,,,,2.5,38.0,16.0,22.0,3.0,11.0,
37449,was,sdg47HunterKampmoyer,,,,,,,,,0.0,9.0,4.0,5.0,0.0,1.0,
37450,was,sdg68SenioKelemete,,,,,,,,,,,,,,,
37451,was,sdg27JoshuaKelley,,,,,,,,,,,,,,,
37452,was,sdg63CoreyLinsley,,,,,,,,,,,,,,,
37453,was,sdg01TyLong,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
37454,was,sdg36TreyMarshall,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,21.0,15.0,6.0,0.0,0.0,
37455,was,sdg88Tre'McKitty,,,,,,,,,,,,,,,
37456,was,sdg91ForrestMerrill,,,,,,,,,,,,,,,
37457,was,sdg11JasonMoore,,,,,,,,,0.0,6.0,4.0,2.0,0.0,0.0,
37458,was,sdg09KennethMurray,,,,,,,,,,,,,,,
37459,was,sdg40GabeNabers,,,,,,,,,,,,,,,
37460,was,sdg31NickNiemann,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,99.0,62.0,37.0,2.0,3.0,
37461,was,sdg74StormNorton,,,,,,,,,,,,,,,
37462,was,sdg42UchennaNwosu,,,,,,,,,,,,,,,
37463,was,sdg57AmenOgbongbemiga,,,,,,,,,1.0,10.0,5.0,5.0,1.0,1.0,
37464,was,sdg54MattOverton,,,,,,,,,,,,,,,
37465,was,sdg05JoshPalmer,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
37466,was,sdg89DonaldParham,,,,,,,,,,,,,,,
37467,was,sdg79TreyPipkins,,,,,,,,,,,,,,,
37468,was,sdg61ScottQuessenberry,,,,,,,,,,,,,,,
37469,was,sdg07AndreRoberts,,,,,,,,,,,,,,,
37470,was,sdg35LarryRountree,,,,,,,,,,,,,,,
37471,was,sdg94ChrisRumph,,,,,0.0,1.0,6.0,0.0,4.5,61.0,35.0,26.0,6.0,15.0,
37472,was,sdg26AsanteSamuel,2.0,3.0,0.0,2.0,1.0,2.0,23.0,0.0,3.0,81.0,51.0,30.0,7.0,2.0,
37473,was,sdg72MichaelSchofield,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37474,was,sdg70RashawnSlater,,,,,,,,,,,,,,,
37475,was,sdg23RyanSmith,2.0,0.0,0.0,8.0,,,,,0.0,39.0,36.0,3.0,0.0,0.0,
37476,was,sdg38KiondreThomas,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
37477,was,sdg99JerryTillery,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.5,26.0,15.0,11.0,3.0,4.0,
37478,was,sdg49DrueTranquill,,,,,,,,,,,,,,,
37479,was,sdg16TristanVizcaino,,,,,,,,,,,,,,,
37480,was,sdg29MarkWebb,1.0,0.0,0.0,16.0,,,,,1.0,77.0,64.0,13.0,2.0,1.0,
37481,was,sdg44KyzirWhite,,,,,,,,,,,,,,,
37482,was,sdg81MikeWilliams,,,,,,,,,,,,,,,
37483,was,kan73NickAllegretti,,,,,0.0,1.0,-3.0,0.0,0.0,,,,,,
37484,was,kan39ZayneAnderson,0.0,0.0,0.0,1.0,,,,,0.0,29.0,20.0,9.0,1.0,0.0,
37485,was,kan30DeandreBaker,,,,,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,
37486,was,kan81BlakeBell,,,,,,,,,,,,,,,
37487,was,kan66AustinBlythe,,,,,,,,,,,,,,,
37488,was,kan54NickBolton,,,,,,,,,,,,,,,
37489,was,kan02DicaprioBootle,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
37490,was,kan79CortezBroughton,,,,,,,,,,,,,,,
37491,was,kan57OrlandoBrown,,,,,,,,,1.0,10.0,5.0,5.0,1.0,1.0,
37492,was,kan45MichaelBurton,,,,,,,,,1.0,4.0,4.0,0.0,1.0,1.0,
37493,was,kan07HarrisonButker,,,,,,,,,,,,,,,
37494,was,kan55FrankClark,2.0,54.0,1.0,7.0,2.0,1.0,0.0,0.0,1.0,142.0,83.0,59.0,2.0,2.0,
37495,was,kan51MichaelDanna,,,,,0.0,1.0,0.0,0.0,0.0,28.0,20.0,8.0,2.0,1.0,
37496,was,kan60AustinEdwards,,,,,0.0,0.0,-12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
37497,was,kan25ClydeEdwards-Helaire,0.0,0.0,0.0,3.0,,,,,0.0,26.0,20.0,6.0,1.0,0.0,
37498,was,kan27RashadFenton,,,,,,,,,,,,,,,
37499,was,kan88JoeFortson,,,,,,,,,,,,,,,
37500,was,kan82DauriceFountain,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37501,was,kan50WillieGay,,,,,,,,,0.0,3.0,2.0,1.0,0.0,0.0,
37502,was,kan19JoshGordon,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37503,was,kan40DerrickGore,,,,,,,,,,,,,,,
37504,was,kan83NoahGray,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
37505,was,kan48NakiaGriffin-Stewart,,,,,,,,,0.0,7.0,4.0,3.0,0.0,1.0,
37506,was,kan17MecoleHardman,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
37507,was,kan47DariusHarris,,,,,,,,,0.0,9.0,4.0,5.0,0.0,1.0,
37508,was,kan96DemoneHarris,0.0,0.0,0.0,1.0,,,,,2.5,30.0,11.0,19.0,4.0,5.0,
37509,was,kan04ChadHenne,,,,,0.0,6.0,1.0,0.0,0.0,,,,,,
37510,was,kan10TyreekHill,,,,,,,,,,,,,,,
37511,was,kan53AnthonyHitchens,,,,,,,,,0.0,22.0,12.0,10.0,1.0,0.0,
37512,was,kan21MikeHughes,,,,,,,,,,,,,,,
37513,was,kan52CreedHumphrey,0.0,0.0,0.0,1.0,,,,,1.0,76.0,48.0,28.0,3.0,2.0,
37514,was,kan24MelvinIngram,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
37515,was,kan20JoshJackson,4.0,63.0,1.0,9.0,,,,,0.0,63.0,47.0,16.0,0.0,0.0,
37516,was,kan95ChrisJones,0.0,0.0,0.0,1.0,,,,,1.0,27.0,16.0,11.0,1.0,6.0,
37517,was,kan59JoshuaKaindoh,,,,,,,,,0.0,4.0,3.0,1.0,0.0,0.0,
37518,was,kan87TravisKelce,,,,,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
37519,was,kan85MarcusKemp,,,,,,,,,,,,,,,
37520,was,kan26ChrisLammons,2.0,3.0,0.0,2.0,1.0,2.0,23.0,0.0,3.0,81.0,51.0,30.0,7.0,2.0,
37521,was,kan15PatrickMahomes,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37522,was,kan32TyrannMathieu,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37523,was,kan01JerickMcKinnon,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
37524,was,kan67LucasNiang,,,,,,,,,,,,,,,
37525,was,kan56BenNiemann,,,,,,,,,0.5,5.0,0.0,5.0,0.0,1.0,
37526,was,kan91DerrickNnadi,,,,,,,,,,,,,,,
37527,was,kan44DorianO'Daniel,,,,,,,,,,,,,,,
37528,was,kan97AlexOkafor,,,,,0.0,1.0,-7.0,0.0,0.0,13.0,7.0,6.0,4.0,0.0,
37529,was,kan13ByronPringle,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
37530,was,kan90JarranReed,,,,,3.0,0.0,0.0,0.0,5.0,24.0,13.0,11.0,3.0,13.0,
37531,was,kan75MikeRemmers,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
37532,was,kan11DemarcusRobinson,,,,,,,,,0.0,6.0,4.0,2.0,0.0,0.0,
37533,was,kan99KhalenSaunders,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.5,26.0,15.0,11.0,3.0,4.0,
37534,was,kan65TreySmith,,,,,,,,,,,,,,,
37535,was,kan38L'JariusSneed,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
37536,was,kan49DanielSorensen,,,,,,,,,,,,,,,
37537,was,kan22JuanThornhill,,,,,,,,,0.0,10.0,5.0,5.0,0.0,0.0,
37538,was,kan62JoeThuney,,,,,,,,,,,,,,,
37539,was,kan05JohnnyTownsend,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
37540,was,kan05TommyTownsend,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
37541,was,kan70PrinceTega,,,,,,,,,,,,,,,
37542,was,kan35CharvariusWard,,,,,,,,,,,,,,,
37543,was,kan23ArmaniWatts,2.0,0.0,0.0,8.0,,,,,0.0,39.0,36.0,3.0,0.0,0.0,
37544,was,kan98TershawnWharton,,,,,,,,,2.5,38.0,16.0,22.0,3.0,11.0,
37545,was,kan31DarrelWilliams,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,99.0,62.0,37.0,2.0,3.0,
37546,was,kan41JamesWinchester,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
37547,was,kan77AndrewWylie,,,,,,,,,,,,,,,
37548,was,clt49MatthewAdams,,,,,,,,,,,,,,,
37549,was,clt41JahleelAddae,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
37550,was,clt81MoAlie-Cox,,,,,,,,,,,,,,,
37551,was,clt06MichaelBadgley,,,,,,,,,,,,,,,
37552,was,clt52BenBanogu,0.0,0.0,0.0,1.0,,,,,1.0,76.0,48.0,28.0,3.0,2.0,
37553,was,clt32JulianBlackmon,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
37554,was,clt03RodrigoBlankenship,,,,,,,,,,,,,,,
37555,was,clt99DeForestBuckner,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.5,26.0,15.0,11.0,3.0,4.0,
37556,was,clt36IbraheimCampbell,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,21.0,15.0,6.0,0.0,0.0,
37557,was,clt01ParrisCampbell,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
37558,was,clt38T.J.Carrie,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
