,Acronym,RosterID,Interceptions,InterceptionsYards,InterceptionTDs,PassDefended,ForcedFumbles,FumblesRecovered,FumbleYards,FumbleTDs,Sacks,CombinedTackles,SoloTackles,AssistedTackles,TacklesForLoss,QbHits,Safeties
7693,phi,phi90RyanKerrigan,,,,,,,,,0.0,3.0,3.0,0.0,1.0,2.0,
7694,phi,phi45RickLovato,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
7695,phi,phi29AvonteMaddox,1.0,-1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.5,73.0,53.0,20.0,5.0,3.0,
7696,phi,phi68JordanMailata,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
7697,phi,phi59CameronMalveaux,,,,,,,,,0.0,3.0,0.0,3.0,0.0,2.0,
7698,phi,phi41JaredMayden,,,,,,,,,0.0,6.0,4.0,2.0,0.0,0.0,
7699,phi,phi37MacMcCain,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
7700,phi,phi23RodneyMcLeod,2.0,24.0,0.0,4.0,,,,,0.0,58.0,32.0,26.0,0.0,0.0,
7701,phi,phi27ZechMcPhearson,0.0,0.0,0.0,1.0,,,,,0.0,16.0,7.0,9.0,0.0,0.0,
7702,phi,phi10GardnerMinshew,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
7703,phi,phi03StevenNelson,1.0,4.0,0.0,7.0,,,,,0.0,50.0,34.0,16.0,0.0,0.0,
7704,phi,phi78SuaOpeta,,,,,,,,,,,,,,,
7705,phi,phi18JalenReagor,,,,,0.0,1.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
7706,phi,phi98HassanRidgeway,,,,,1.0,0.0,0.0,0.0,2.0,20.0,10.0,10.0,1.0,5.0,
7707,phi,phi39ElijahRiley,,,,,,,,,,,,,,,
7708,phi,phi81RichardRodgers,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
7709,phi,phi26MilesSanders,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
7710,phi,phi35BostonScott,,,,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,
7711,phi,phi33JosiahScott,,,,,,,,,1.0,12.0,8.0,4.0,1.0,1.0,
7712,phi,phi56IsaacSeumalo,,,,,,,,,,,,,,,
7713,phi,phi49AlexSingleton,1.0,29.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,137.0,81.0,56.0,4.0,2.0,
7714,phi,phi08ArrynSiposs,,,,,,,,,,,,,,,
7715,phi,phi02DariusSlay,3.0,72.0,1.0,9.0,0.0,2.0,116.0,2.0,0.0,52.0,40.0,12.0,5.0,0.0,
7716,phi,phi06DeVontaSmith,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
7717,phi,phi30JaCobyStevens,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
7718,phi,phi47JackStoll,,,,,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,
7719,phi,phi94JoshSweat,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.5,45.0,19.0,26.0,7.0,13.0,
7720,phi,phi52DavionTaylor,,,,,2.0,0.0,0.0,0.0,0.0,41.0,24.0,17.0,1.0,0.0,
7721,phi,phi83NoahTogiai,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
7722,phi,phi64BrettToth,,,,,,,,,,,,,,,
7723,phi,phi50CaseyTucker,1.0,7.0,0.0,1.0,,,,,0.0,43.0,18.0,25.0,1.0,1.0,
7724,phi,phi72MarlonTuipulotu,,,,,,,,,0.0,5.0,1.0,4.0,0.0,0.0,
7725,phi,phi34KaryVincent,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,
7726,phi,phi42K'VonWallace,,,,,,,,,0.0,15.0,12.0,3.0,0.0,0.0,
7727,phi,phi84GregWard,,,,,,,,,,,,,,,
7728,phi,phi16QuezWatkins,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
7729,phi,phi93MiltonWilliams,0.0,0.0,0.0,2.0,,,,,2.0,30.0,15.0,15.0,6.0,6.0,
7730,phi,phi61RaequanWilliams,,,,,,,,,0.0,2.0,1.0,1.0,0.0,0.0,
7731,phi,phi50EricWilson,1.0,7.0,0.0,1.0,,,,,0.0,43.0,18.0,25.0,1.0,1.0,
7732,phi,phi73MarvinWilson,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
7733,atl,sfo53TyrellAdams,,,,,,,,,0.0,6.0,4.0,2.0,0.0,0.0,
7734,atl,sfo11BrandonAiyuk,,,,,,,,,,,,,,,
7735,atl,sfo51AzeezAl-Shaair,0.0,0.0,0.0,2.0,,,,,0.0,39.0,23.0,16.0,4.0,2.0,
7736,atl,sfo91ArikArmstead,0.0,0.0,0.0,1.0,,,,,2.0,9.0,5.0,4.0,2.0,2.0,
7737,atl,sfo62AaronBanks,,,,,,,,,,,,,,,
7738,atl,sfo17TravisBenjamin,,,,,,,,,0.0,5.0,4.0,1.0,0.0,0.0,
7739,atl,sfo97NickBosa,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,59.0,38.0,21.0,3.0,12.0,
7740,atl,sfo64JakeBrendel,,,,,,,,,,,,,,,
7741,atl,sfo60DanielBrunskill,,,,,,,,,,,,,,,
7742,atl,sfo40TrentonCannon,,,,,,,,,0.0,8.0,5.0,3.0,0.0,0.0,
7743,atl,sfo66TomCompton,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
7744,atl,sfo13RiverCracraft,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
7745,atl,sfo43DarquezeDennard,,,,,,,,,,,,,,,
7746,atl,sfo82RossDwelley,,,,,,,,,,,,,,,
7747,atl,sfo56SamsonEbukam,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.5,36.0,21.0,15.0,6.0,8.0,
7748,atl,sfo45DemetriusFlannigan-Fowles,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,137.0,87.0,50.0,8.0,4.0,
7749,atl,sfo55DeeFord,,,,,0.0,1.0,32.0,0.0,0.0,43.0,24.0,19.0,2.0,2.0,
7750,atl,sfo10JimmyGaroppolo,,,,,,,,,,,,,,,
7751,atl,sfo90KevinGivens,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,12.0,9.0,1.0,1.0,
7752,atl,sfo09RobbieGould,,,,,,,,,,,,,,,
7753,atl,sfo57DreGreenlaw,,,,,,,,,,,,,,,
7754,atl,sfo26DavontaeHarris,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,11.0,7.0,4.0,0.0,1.0,
7755,atl,sfo36MarcellHarris,,,,,,,,,0.0,23.0,13.0,10.0,0.0,0.0,
7756,atl,sfo23JamycalHasty,0.0,0.0,0.0,8.0,,,,,0.5,64.0,46.0,18.0,3.0,2.0,
7757,atl,sfo35BrianHill,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,22.0,11.0,11.0,0.0,3.0,
7758,atl,sfo84TannerHudson,,,,,0.0,3.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
7759,atl,sfo29TalanoaHufanga,,,,,,,,,0.0,5.0,4.0,1.0,0.0,0.0,
7760,atl,sfo96MauriceHurst,,,,,,,,,0.0,30.0,10.0,20.0,3.0,0.0,
7761,atl,sfo25TonyJefferson,,,,,,,,,,,,,,,
7762,atl,sfo15JauanJennings,,,,,,,,,,,,,,,
7763,atl,sfo27DontaeJohnson,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,35.0,28.0,7.0,2.0,0.0,
7764,atl,sfo48KerryonJohnson,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
7765,atl,sfo93D.J.Jones,,,,,1.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,0.0,4.0,
7766,atl,sfo44KyleJuszczyk,,,,,,,,,,,,,,,
7767,atl,sfo92ZachKerr,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,33.0,18.0,15.0,5.0,2.0,
7768,atl,sfo98ArdenKey,,,,,,,,,0.0,21.0,9.0,12.0,0.0,0.0,
7769,atl,sfo99JavonKinlaw,0.0,0.0,0.0,1.0,,,,,0.0,21.0,8.0,13.0,0.0,1.0,
7770,atl,sfo13DreKirkpatrick,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
7771,atl,sfo85GeorgeKittle,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7772,atl,sfo05TreyLance,,,,,,,,,,,,,,,
7773,atl,sfo38DeommodoreLenoir,,,,,,,,,,,,,,,
7774,atl,sfo50AlexMack,,,,,,,,,0.0,2.0,2.0,0.0,1.0,0.0,
7775,atl,sfo59JustinMarch,,,,,,,,,,,,,,,
7776,atl,sfo88JordanMatthews,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
7777,atl,sfo69MikeMcGlinchey,,,,,,,,,,,,,,,
7778,atl,sfo68ColtonMcKivitz,,,,,,,,,,,,,,,
7779,atl,sfo25ElijahMitchell,,,,,,,,,,,,,,,
7780,atl,sfo76JaylonMoore,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
7781,atl,sfo04EmmanuelMoseley,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7782,atl,sfo31RaheemMostert,,,,,,,,,,,,,,,
7783,atl,sfo43KaiNacua,,,,,,,,,,,,,,,
7784,atl,sfo26JoshNorman,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,11.0,7.0,4.0,0.0,1.0,
7785,atl,sfo53MarkNzeocha,,,,,,,,,0.0,6.0,4.0,2.0,0.0,0.0,
7786,atl,sfo92CharlesOmenihu,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,33.0,18.0,15.0,5.0,2.0,
7787,atl,sfo31JacquesPatrick,,,,,,,,,,,,,,,
7788,atl,sfo46TayborPepper,,,,,,,,,,,,,,,
7789,atl,sfo59CurtisRobinson,,,,,,,,,,,,,,,
7790,atl,sfo19DeeboSamuel,,,,,,,,,,,,,,,
7791,atl,sfo18MohamedSanu,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7792,atl,sfo28TreySermon,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
7793,atl,sfo81TrentSherfield,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
7794,atl,sfo41BusterSkrine,,,,,,,,,,,,,,,
7795,atl,sfo14JoeySlye,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
7796,atl,sfo47SaivionSmith,,,,,,,,,0.0,7.0,3.0,4.0,0.0,0.0,
7797,atl,sfo95KentaviusStreet,,,,,,,,,0.0,15.0,8.0,7.0,2.0,2.0,
7798,atl,sfo26JaquiskiTartt,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,11.0,7.0,4.0,0.0,1.0,
7799,atl,sfo20AmbryThomas,,,,,,,,,0.0,4.0,2.0,2.0,0.0,0.0,
7800,atl,sfo75LakenTomlinson,,,,,,,,,,,,,,,
7801,atl,sfo02JasonVerrett,,,,,0.0,3.0,-5.0,0.0,0.0,,,,,,
7802,atl,sfo01JimmieWard,,,,,,,,,,,,,,,
7803,atl,sfo54FredWarner,3.0,80.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,192.0,102.0,90.0,4.0,7.0,
7804,atl,sfo24K'WaunWilliams,3.0,42.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,81.0,52.0,29.0,3.0,1.0,
7805,atl,sfo71TrentWilliams,,,,,1.0,0.0,0.0,0.0,0.0,19.0,10.0,9.0,1.0,1.0,
7806,atl,sfo94JordanWillis,,,,,,,,,,,,,,,
7807,atl,sfo30JarrodWilson,,,,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,
7808,atl,sfo22JeffWilson,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,61.0,44.0,17.0,3.0,0.0,
7809,atl,sfo32TavonWilson,2.0,11.0,0.0,3.0,,,,,0.0,24.0,13.0,11.0,1.0,0.0,
7810,atl,sfo18MitchWishnowsky,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7811,atl,sfo89CharlieWoerner,,,,,,,,,,,,,,,
7812,atl,chi13RodneyAdams,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
7813,atl,chi50JeremiahAttaochu,,,,,,,,,0.0,2.0,2.0,0.0,1.0,0.0,
7814,atl,chi64AlexBars,,,,,,,,,,,,,,,
7815,atl,chi90AngeloBlackson,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,12.0,9.0,1.0,1.0,
7816,atl,chi75LarryBorom,,,,,,,,,,,,,,,
7817,atl,chi25ArtieBurns,,,,,,,,,,,,,,,
7818,atl,chi26DeonBush,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,11.0,7.0,4.0,0.0,1.0,
7819,atl,chi10DamiereByrd,,,,,,,,,,,,,,,
7820,atl,chi23MarquiChristian,0.0,0.0,0.0,8.0,,,,,0.5,64.0,46.0,18.0,3.0,2.0,
7821,atl,chi19IsaiahCoulter,,,,,,,,,,,,,,,
7822,atl,chi21XavierCrawford,2.0,0.0,0.0,5.0,,,,,0.0,67.0,44.0,23.0,2.0,1.0,
7823,atl,chi14AndyDalton,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
7824,atl,chi68JamesDaniels,,,,,,,,,,,,,,,
7825,atl,chi97MarioEdwards,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,59.0,38.0,21.0,3.0,12.0,
7826,atl,chi60DieterEiselen,,,,,,,,,,,,,,,
7827,atl,chi01JustinFields,,,,,,,,,,,,,,,
7828,atl,chi09NickFoles,,,,,,,,,,,,,,,
7829,atl,chi38TashaunGipson,,,,,,,,,,,,,,,
7830,atl,chi99TrevisGipson,0.0,0.0,0.0,1.0,,,,,0.0,21.0,8.0,13.0,0.0,1.0,
7831,atl,chi91EddieGoldman,0.0,0.0,0.0,1.0,,,,,2.0,9.0,5.0,4.0,2.0,2.0,
7832,atl,chi84MarquiseGoodwin,,,,,0.0,3.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
7833,atl,chi80JimmyGraham,,,,,,,,,,,,,,,
7834,atl,chi27ThomasGraham,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,35.0,28.0,7.0,2.0,0.0,
7835,atl,chi17JakeemGrant,,,,,,,,,0.0,5.0,4.0,1.0,0.0,0.0,
7836,atl,chi24KhalilHerbert,3.0,42.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,81.0,52.0,29.0,3.0,1.0,
7837,atl,chi96AkiemHicks,,,,,,,,,0.0,30.0,10.0,20.0,3.0,0.0,
7838,atl,chi81J.P.Holtz,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
7839,atl,chi87JesperHorsted,,,,,,,,,,,,,,,
7840,atl,chi36DeAndreHouston-Carson,,,,,,,,,0.0,23.0,13.0,10.0,0.0,0.0,
7841,atl,chi93MargusHunt,,,,,1.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,0.0,4.0,
7842,atl,chi74GermainIfedi,,,,,,,,,,,,,,,
7843,atl,chi46BruceIrvin,,,,,,,,,,,,,,,
7844,atl,chi45JoelIyiegbuniwe,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,137.0,87.0,50.0,8.0,4.0,
7845,atl,chi04EddieJackson,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7846,atl,chi18JesseJames,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7847,atl,chi76TevenJenkins,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
7848,atl,chi92CalebJohnson,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,33.0,18.0,15.0,5.0,2.0,
7849,atl,chi33JaylonJohnson,,,,,,,,,,,,,,,
7850,atl,chi57ChristianJones,,,,,,,,,,,,,,,
7851,atl,chi31MichaelJoseph,,,,,,,,,,,,,,,
7852,atl,chi46SamKamara,,,,,,,,,,,,,,,
7853,atl,chi39ThakariusKeyes,0.0,0.0,0.0,1.0,,,,,0.0,13.0,8.0,5.0,0.0,0.0,
7854,atl,chi85ColeKmet,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7855,atl,chi63LaCaleLondon,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7856,atl,chi52KhalilMack,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7857,atl,chi43LedariusMack,,,,,,,,,,,,,,,
7858,atl,chi59CassiusMarsh,,,,,,,,,,,,,,,
7859,atl,chi32DavidMontgomery,2.0,11.0,0.0,3.0,,,,,0.0,24.0,13.0,11.0,1.0,0.0,
7860,atl,chi11DarnellMooney,,,,,,,,,,,,,,,
7861,atl,chi67SamMustipher,,,,,,,,,,,,,,,
7862,atl,chi35RyanNall,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,22.0,11.0,11.0,0.0,3.0,
7863,atl,chi83DazzNewsome,,,,,,,,,,,,,,,
7864,atl,chi98BilalNichols,,,,,,,,,0.0,21.0,9.0,12.0,0.0,0.0,
7865,atl,chi16PatO'Donnell,,,,,,,,,,,,,,,
7866,atl,chi44AlecOgletree,,,,,,,,,,,,,,,
7867,atl,chi71JasonPeters,,,,,1.0,0.0,0.0,0.0,0.0,19.0,10.0,9.0,1.0,1.0,
7868,atl,chi31ArtavisPierce,,,,,,,,,,,,,,,
7869,atl,chi94RobertQuinn,,,,,,,,,,,,,,,
7870,atl,chi12AllenRobinson,,,,,,,,,,,,,,,
7871,atl,chi02CairoSantos,,,,,0.0,3.0,-5.0,0.0,0.0,,,,,,
7872,atl,chi48PatrickScales,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
7873,atl,chi20DukeShelley,,,,,,,,,0.0,4.0,2.0,2.0,0.0,0.0,
7874,atl,chi73LachaviousSimmons,,,,,,,,,,,,,,,
7875,atl,chi58RoquanSmith,,,,,,,,,,,,,,,
7876,atl,chi49CharlesSnowden,,,,,,,,,,,,,,,
7877,atl,chi79DamionSquare,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,
7878,atl,chi37TeezTabor,,,,,,,,,,,,,,,
7879,atl,chi79AlexTaylor,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,
7880,atl,chi95KhyirisTonga,,,,,,,,,0.0,15.0,8.0,7.0,2.0,2.0,
7881,atl,chi59DannyTrevathan,,,,,,,,,,,,,,,
7882,atl,chi22KindleVildor,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,61.0,44.0,17.0,3.0,0.0,
7883,atl,chi30DeeVirgin,,,,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,
7884,atl,chi15NsimbaWebster,,,,,,,,,,,,,,,
7885,atl,chi65CodyWhitehair,,,,,,,,,,,,,,,
7886,atl,chi70ElijahWilkinson,,,,,,,,,,,,,,,
7887,atl,chi08DamienWilliams,,,,,,,,,0.0,3.0,3.0,0.0,0.0,0.0,
7888,atl,chi55JoshWoods,,,,,0.0,1.0,32.0,0.0,0.0,43.0,24.0,19.0,2.0,2.0,
7889,atl,cin77HakeemAdeniji,,,,,,,,,,,,,,,
7890,atl,cin08BrandonAllen,,,,,,,,,0.0,3.0,3.0,0.0,0.0,0.0,
7891,atl,cin37RicardoAllen,,,,,,,,,,,,,,,
7892,atl,cin20EliApple,,,,,,,,,0.0,4.0,2.0,2.0,0.0,0.0,
7893,atl,cin22ChidobeAwuzie,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,61.0,44.0,17.0,3.0,0.0,
7894,atl,cin49JoeBachie,,,,,,,,,,,,,,,
7895,atl,cin51MarkusBailey,0.0,0.0,0.0,2.0,,,,,0.0,39.0,23.0,16.0,4.0,2.0,
7896,atl,cin30JessieBates,,,,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,
7897,atl,cin24VonnBell,3.0,42.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,81.0,52.0,29.0,3.0,1.0,
7898,atl,cin83TylerBoyd,,,,,,,,,,,,,,,
7899,atl,cin09JoeBurrow,,,,,,,,,,,,,,,
7900,atl,cin48AustinCalitro,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
7901,atl,cin79JacksonCarman,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,
7902,atl,cin01Ja'MarrChase,,,,,,,,,,,,,,,
7903,atl,cin76MikeDaniels,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
7904,atl,cin35JalenDavis,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,22.0,11.0,11.0,0.0,3.0,
7905,atl,cin33SeanDavis,,,,,,,,,,,,,,,
7906,atl,cin59AkeemDavis-Gaither,,,,,,,,,,,,,,,
7907,atl,cin25ChrisEvans,,,,,,,,,,,,,,,
7908,atl,cin50JordanEvans,,,,,,,,,0.0,2.0,2.0,0.0,1.0,0.0,
7909,atl,cin33TreFlowers,,,,,,,,,,,,,,,
7910,atl,cin03ElliottFry,1.0,66.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,35.0,17.0,18.0,0.0,1.0,
7911,atl,cin29VernonHargreaves,,,,,,,,,0.0,5.0,4.0,1.0,0.0,0.0,
7912,atl,cin46ClarkHarris,,,,,,,,,,,,,,,
7913,atl,cin41TrayvonHenderson,,,,,,,,,,,,,,,
7914,atl,cin91TreyHendrickson,0.0,0.0,0.0,1.0,,,,,2.0,9.0,5.0,4.0,2.0,2.0,
7915,atl,cin85TeeHiggins,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7916,atl,cin92B.J.Hill,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,33.0,18.0,15.0,5.0,2.0,
7917,atl,cin63TreyHill,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7918,atl,cin21MikeHilton,2.0,0.0,0.0,5.0,,,,,0.0,67.0,44.0,23.0,2.0,1.0,
7919,atl,cin44DariusHodge,,,,,,,,,,,,,,,
7920,atl,cin66TreyHopkins,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
7921,atl,cin94SamHubbard,,,,,,,,,,,,,,,
7922,atl,cin10KevinHuber,,,,,,,,,,,,,,,
7923,atl,cin16TrentonIrwin,,,,,,,,,,,,,,,
7924,atl,cin74FredJohnson,,,,,,,,,,,,,,,
7925,atl,cin44ClayJohnston,,,,,,,,,,,,,,,
7926,atl,cin47KeandreJones,,,,,,,,,0.0,7.0,3.0,4.0,0.0,0.0,
7927,atl,cin90KhalidKareem,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,12.0,9.0,1.0,1.0,
7928,atl,cin29NickMcCloud,,,,,,,,,0.0,5.0,4.0,1.0,0.0,0.0,
7929,atl,cin02EvanMcPherson,,,,,0.0,3.0,-5.0,0.0,0.0,,,,,,
7930,atl,cin28JoeMixon,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
7931,atl,cin17StanleyMorgan,,,,,,,,,0.0,5.0,4.0,1.0,0.0,0.0,
7932,atl,cin65LarryOgunjobi,,,,,,,,,,,,,,,
7933,atl,cin34SamajePerine,0.0,0.0,0.0,3.0,,,,,1.0,27.0,21.0,6.0,2.0,1.0,
7934,atl,cin23DariusPhillips,0.0,0.0,0.0,8.0,,,,,0.5,64.0,46.0,18.0,3.0,2.0,
7935,atl,cin57GermainePratt,,,,,,,,,,,,,,,
7936,atl,cin75IsaiahPrince,,,,,,,,,,,,,,,
7937,atl,cin93WyattRay,,,,,1.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,0.0,4.0,
7938,atl,cin98D.J.Reader,,,,,,,,,0.0,21.0,9.0,12.0,0.0,0.0,
7939,atl,cin71RileyReiff,,,,,1.0,0.0,0.0,0.0,0.0,19.0,10.0,9.0,1.0,1.0,
7940,atl,cin96CameronSample,,,,,,,,,0.0,30.0,10.0,20.0,3.0,0.0,
7941,atl,cin89DrewSample,,,,,,,,,,,,,,,
7942,atl,cin86MasonSchreck,,,,,,,,,,,,,,,
7943,atl,cin99TylerShelvin,0.0,0.0,0.0,1.0,,,,,0.0,21.0,8.0,13.0,0.0,1.0,
7944,atl,cin70D'AnteSmith,,,,,,,,,,,,,,,
7945,atl,cin67QuintonSpain,,,,,,,,,,,,,,,
7946,atl,cin52NoahSpence,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
7947,atl,cin72XavierSu'a-Filo,,,,,,,,,,,,,,,
7948,atl,cin64KeatonSutherland,,,,,,,,,,,,,,,
7949,atl,cin19AudenTate,,,,,,,,,,,,,,,
7950,atl,cin11TrentTaylor,,,,,,,,,,,,,,,
7951,atl,cin31MichaelThomas,,,,,,,,,,,,,,,
7952,atl,cin80MikeThomas,,,,,,,,,,,,,,,
7953,atl,cin68JoshTupou,,,,,,,,,,,,,,,
7954,atl,cin87C.J.Uzomah,,,,,,,,,,,,,,,
7955,atl,cin26TraeWaynes,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,11.0,7.0,4.0,0.0,1.0,
7956,atl,cin84MitchellWilcox,,,,,0.0,3.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
7957,atl,cin73JonahWilliams,,,,,,,,,,,,,,,
7958,atl,cin12PookaWilliams,,,,,,,,,,,,,,,
7959,atl,cin32TrayveonWilliams,2.0,11.0,0.0,3.0,,,,,0.0,24.0,13.0,11.0,1.0,0.0,
7960,atl,cin40BrandonWilson,,,,,,,,,0.0,8.0,5.0,3.0,0.0,0.0,
7961,atl,cin55LoganWilson,,,,,0.0,1.0,32.0,0.0,0.0,43.0,24.0,19.0,2.0,2.0,
7962,atl,cin95RenellWren,,,,,,,,,0.0,15.0,8.0,7.0,2.0,2.0,
7963,atl,buf97MarioAddison,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,59.0,38.0,21.0,3.0,12.0,
7964,atl,buf17JoshAllen,,,,,,,,,0.0,5.0,4.0,1.0,0.0,0.0,
7965,atl,buf51EliAnkou,0.0,0.0,0.0,2.0,,,,,0.0,39.0,23.0,16.0,4.0,2.0,
7966,atl,buf96BoogieBasham,,,,,,,,,0.0,30.0,10.0,20.0,3.0,0.0,
7967,atl,buf02TylerBass,,,,,0.0,3.0,-5.0,0.0,0.0,,,,,,
7968,atl,buf71RyanBates,,,,,1.0,0.0,0.0,0.0,0.0,19.0,10.0,9.0,1.0,1.0,
7969,atl,buf11ColeBeasley,,,,,,,,,,,,,,,
7970,atl,buf65IkeBoettger,,,,,,,,,,,,,,,
7971,atl,buf22MattBreida,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,61.0,44.0,17.0,3.0,0.0,
7972,atl,buf79SpencerBrown,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,
7973,atl,buf90BrandinBryant,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,12.0,9.0,1.0,1.0,
7974,atl,buf94VernonButler,,,,,,,,,,,,,,,
7975,atl,buf13GabrielDavis,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
7976,atl,buf73DionDawkins,,,,,,,,,,,,,,,
