Name,Position,School ▲,HT,WT,Hands,Arms,Wingspan,40,Bench,3-Cone,Shuttle,Vertical,Broad
Jeff Jones Jr.,WR,Adams State,6032.0,213.0,0900,3168,7838,4.63,--,--,--,--,--
Ian Fryday,TE,Adams State,6002.0,237.0,,,,4.59,21,7.38,4.28,32.0,0900
Brandon Lewis,WR,Air Force,5084.0,175.0,0848,2968,7258,4.52,10,6.70,4.05,35.5,1001
Hawk Wimmer,IOL,Air Force,6032.0,333.0,0928,3200,7668,5.57,21,8.00,5.03,22.0,0802
Jordan Jackson,IDL,Air Force,6044.0,294.0,0938,3400,8258,4.96,18,7.20,4.40,30.5,0904
Lakota Wills,LB,Air Force,6031.0,238.0,--,--,--,4.72,--,--,--,--,--
Tre Bugg III,CB,Air Force,5111.0,189.0,0868,3028,7378,4.60,16,7.29,4.40,36.0,1000
James Jones IV,S,Air Force,6002.0,192.0,0958,3128,7628,4.56,8,7.43,4.35,36.0,1011
Jacob Goldberg,LS,Air Force,6005.0,246.0,1078,3100,7748,5.08,17,7.68,4.83,27.0,0901
Brian Robinson Jr.,RB,Alabama,6015.0,224.0,0968,3178,7828,--,--,7.33,4.59,--,--
Slade Bolden,WR,Alabama,5105.0,189.0,0968,2938,7328,4.67,11,7.01,4.03,36.0,0904
John Metchie III,WR,Alabama,5112.0,189.0,0928,3058,7438,--,--,--,--,--,--
Jameson Williams,WR,Alabama,6014.0,180.0,0938,3218,7658,--,--,--,--,--,--
Evan Neal,OT,Alabama,6074.0,345.0,1018,3400,8358,--,--,--,--,--,--
Chris Owens,IOL,Alabama,6025.0,305.0,1018,3328,8248,5.30,18,7.97,4.78,25.0,0806
Phidarian Mathis,IDL,Alabama,6042.0,310.0,1038,3458,8478,--,--,--,--,--,--
LaBryan Ray,IDL,Alabama,6042.0,286.0,0878,3300,8028,5.12,--,7.68,4.51,28.5,0808
Christopher Allen,EDGE,Alabama,6034.0,238.0,1000,3300,8118,--,--,--,--,--,--
Christian Harris,LB,Alabama,6004.0,235.0,0958,3268,7828,--,--,--,--,--,--
Jalyn Armour-Davis,CB,Alabama,6005.0,194.0,0938,3100,7558,--,--,7.26,4.37,36.5,0910
Josh Jobe,CB,Alabama,5114.0,189.0,0928,3258,7748,--,--,--,--,--,--
Daniel Wright,S,Alabama,6000.0,187.0,0948,3100,7678,4.62,--,7.35,4.52,31.5,1007
Aqeel Glass,QB,Alabama A&M,6036.0,231.0,0858,3218,7678,5.27,--,7.64,4.82,23.5,0803
Dee Anderson,WR,Alabama A&M,6052.0,218.0,0918,3218,7800,4.52,--,7.18,4.39,35.5,0908
Zabrian Moore,WR,Alabama A&M,6007.0,188.0,0928,3178,7638,4.72,--,7.14,4.44,36.0,0908
Keion Wakefield,WR,Alabama A&M,5086.0,190.0,0818,2948,7018,4.82,12,7.15,4.46,32.0,0908
Christian Clark,IDL,Alabama State,6002.0,328.0,1000,3278,7900,5.77,15,8.58,5.12,21.0,0800
Nicholas Terry,LB,Alabama State,6031.0,232.0,0948,3200,7800,5.05,--,8.08,4.62,25.5,0900
Tevin Sharpe,WR,Alabama State,5082.0,180.0,0978,3038,7228,4.50,--,8.00,4.50,31.0,0908
Kimar Martin,CB,Alabama State,5086.0,168.0,0868,2948,7058,4.53,--,7.76,4.38,30.0,0906
Luke Barnes,LS,Alabama State,5106.0,219.0,0858,2928,7178,--,--,--,--,--,--
Karl Mofor,RB,Albany,5082.0,227.0,,,,4.66,21,7.34,4.41,32.0,0901
Ibn Foster,IDL,Albany,6010.0,290.0,,,,5.30,31,7.90,4.80,27.0,0803
Felix Harper,QB,Alcorn State,5097.0,164.0,0838,2958,7058,4.67,--,7.35,4.60,34.5,0911
Stadford Anderson,RB,Alcorn State,5104.0,223.0,0918,3128,7468,4.74,13,7.32,4.24,33.0,0908
LeCharles Pringle,WR,Alcorn State,5112.0,195.0,0868,3148,7428,4.71,--,7.30,4.46,31.0,0905
Bralon Robinson,WR,Alcorn State,5090.0,190.0,0868,3148,7338,4.42,6,7.14,4.60,32.5,1000
Columbus Willis,IOL,Alcorn State,6045.0,333.0,1018,3368,7928,--,24,--,--,--,--
Taurence Wilson,CB,Alcorn State,5114.0,196.0,0848,3248,7658,4.80,6,7.66,4.78,29.5,0905
Zachary Wilson,CB,Alcorn State,5113.0,192.0,0758,3228,7628,4.81,--,7.25,4.40,33.5,1001
Juwan Taylor,S,Alcorn State,5092.0,195.0,0858,3128,7458,4.84,14,7.25,4.57,31.5,1004
Hunter Kyle,LB,Angelo State,6022.0,232.0,0948,3058,7548,4.73,23,6.83,4.41,35.0,1002
Madison Cone,S,Appalachian State,5082.0,182.0,,,,4.59,14,6.78,3.95,37.5,0908
Caleb Spurlin,FB,Appalachian State,5103.0,233.0,,,,4.88,24,7.70,4.57,--,--
Thomas Hennigan,WR,Appalachian State,6011.0,210.0,,,,4.70,12,7.21,4.28,33.0,0906
Corey Sutton,WR,Appalachian State,6014.0,200.0,,,,--,13,--,--,--,--
Jalen Virgil,WR,Appalachian State,6001.0,207.0,,,,4.37,19,7.15,4.35,36.5,1010
Malik Williams,WR,Appalachian State,5087.0,183.0,,,,4.56,12,7.20,4.19,33.5,1000
Baer Hunter,IOL,Appalachian State,6014.0,297.0,,,,5.15,25,7.93,4.75,30.5,0810
Demetrius Taylor,IDL,Appalachian State,6001.0,289.0,,,,5.02,27,8.03,4.50,30.0,0810
D'Marco Jackson,LB,Appalachian State,6003.0,234.0,,,,--,19,7.19,4.29,32.0,--
Shaun Jolly,CB,Appalachian State,5086.0,179.0,,,,4.50,--,6.95,4.13,36.5,1004
Kaiden Smith,CB,Appalachian State,6010.0,204.0,,,,4.69,13,7.20,4.18,31.0,1000
Clay Markoff,FB,Arizona,5096.0,241.0,868.0,2918.0,6948.0,5.02,38,7.70,4.56,31.0,0900
Stanley Berryhill III,WR,Arizona,5096.0,182.0,828.0,3028.0,7200.0,4.46,14,7.25,4.41,37.0,1002
Tayvian Cunningham,WR,Arizona,5095.0,168.0,848.0,2948.0,7148.0,--,--,--,--,--,--
Thomas Reid III,WR,Arizona,6015.0,219.0,918.0,3138.0,7528.0,4.53,15,7.01,4.41,36.5,1002
Josh McCauley,IOL,Arizona,6032.0,289.0,938.0,3178.0,7848.0,5.16,24,7.57,4.71,28.0,0805
Mo Diallo,IDL,Arizona,6032.0,295.0,918.0,3338.0,7900.0,4.95,22,7.90,4.66,29.5,0906
Trevon Mason,IDL,Arizona,6055.0,290.0,938.0,3258.0,7968.0,5.02,--,7.63,4.71,28.0,0806
Leevel Tatum III,IDL,Arizona,6001.0,283.0,968.0,3148.0,7848.0,5.15,34,7.75,4.86,27.0,0808
Kenny Hebert,LB,Arizona,6033.0,230.0,838.0,3400.0,8000.0,4.67,18,7.32,4.56,34.5,1004
Rashie Hodge Jr.,LB,Arizona,5103.0,209.0,900.0,3168.0,7548.0,4.86,17,7.39,4.38,33.0,0904
Anthony Pandy,LB,Arizona,6007.0,224.0,958.0,3138.0,7528.0,4.99,19,7.64,5.13,29.0,0807
Lucas Havrisik,K,Arizona,6017.0,185.0,838.0,3048.0,7418.0,--,--,--,--,--,--
Jacob Meeker-Hackett,P,Arizona,5113.0,213.0,858.0,3148.0,7538.0,--,--,--,--,--,--
Rachaad White,RB,Arizona State,6006.0,215.0,968.0,3128.0,7600.0,--,20,--,--,--,--
Justin Collins,WR,Arizona State,5096.0,183.0,900.0,3078.0,7338.0,4.49,13,7.26,4.39,29.5,0900
Curtis Hodges,TE,Arizona State,6077.0,258.0,958.0,3448.0,8400.0,--,12,--,--,33.0,--
Kellen Diesch,OT,Arizona State,6071.0,303.0,938.0,3238.0,7938.0,--,25,--,--,--,--
Dohnovan West,IOL,Arizona State,6033.0,309.0,948.0,3318.0,7848.0,--,21,7.82,4.81,--,--
DJ Davidson,IDL,Arizona State,6035.0,328.0,1018.0,3300.0,8278.0,5.22,--,7.60,4.71,28.5,0711
Tyler Johnson,EDGE,Arizona State,6034.0,281.0,1068.0,3278.0,8058.0,4.81,19,7.54,4.69,34.5,0903
Darien Butler,LB,Arizona State,5103.0,226.0,938.0,3018.0,7428.0,--,19,--,--,--,--
Jack Jones,CB,Arizona State,5112.0,177.0,878.0,3128.0,7400.0,4.52,11,6.90,4.13,35.0,1004
Chase Lucas,CB,Arizona State,5114.0,188.0,928.0,3178.0,7518.0,--,12,6.78,4.16,--,--
Evan Fields,S,Arizona State,5116.0,201.0,948.0,3148.0,7418.0,--,--,--,--,--,--
Logan Tyler,K,Arizona State,5115.0,201.0,928.0,2958.0,7278.0,4.88,8,--,4.44,29.5,0900
Erik Dickerson,LS,Arizona State,6004.0,233.0,918.0,2958.0,7168.0,5.20,16,--,--,27.5,0804
TJ Hammonds,RB,Arkansas,5093.0,185.0,938.0,3068.0,7278.0,4.49,14,6.94,4.20,36.5,0907
Treylon Burks,WR,Arkansas,6017.0,224.0,968.0,3328.0,7878.0,--,12,--,4.40,35.5,--
Tyson Morris,WR,Arkansas,6005.0,190.0,918.0,3128.0,7478.0,4.59,8,7.02,4.34,35.0,1002
De'Vion Warren,WR,Arkansas,5104.0,182.0,948.0,3018.0,6928.0,4.58,12,7.08,4.33,31.5,0903
Blake Kern,TE,Arkansas,6046.0,260.0,878.0,3268.0,7778.0,5.10,14,7.48,4.57,28.0,0900
Myron Cunningham,OT,Arkansas,6055.0,322.0,1048.0,3428.0,8168.0,--,26,--,--,29.5,--
Ty Clary,IOL,Arkansas,6043.0,299.0,968.0,3368.0,7828.0,--,--,--,--,--,--
John Ridgeway,IDL,Arkansas,6052.0,320.0,1018.0,3358.0,8148.0,--,25,7.90,4.69,28.0,0804
Markell Utsey,IDL,Arkansas,6024.0,281.0,968.0,3248.0,7978.0,5.22,22,7.69,4.56,29.5,0809
Tre Williams,EDGE,Arkansas,6043.0,253.0,1000.0,3368.0,8128.0,5.03,--,7.12,4.58,30.5,0809
Deon Edwards,LB,Arkansas,6014.0,226.0,948.0,3168.0,7638.0,4.90,12,7.49,4.58,31.5,0809
Grant Morgan,LB,Arkansas,5111.0,224.0,958.0,3048.0,7458.0,4.90,21,7.14,4.22,34.5,0904
Montaric Brown,CB,Arkansas,6004.0,194.0,938.0,3138.0,7618.0,4.56,11,7.27,4.44,34.0,1002
Jordan Silver,LS,Arkansas,6014.0,231.0,858.0,3138.0,7528.0,5.38,10,--,4.77,27.0,0810
DeAndre Washington,TE,Arkansas Monticello,6022.0,246.0,948.0,3368.0,7768.0,4.97,7,7.41,4.78,26.0,0902
Justin Legier,LB,Arkansas Monticello,6011.0,218.0,958.0,3178.0,7468.0,--,--,--,--,30.0,0909
Kailon Davis,IDL,Arkansas Pine Bluff,6017.0,242.0,1000.0,3318.0,7838.0,4.76,16,--,--,32.0,0902
Trey Harrell,WR,Arkansas Pine Bluff,5116.0,192.0,1028.0,3100.0,7328.0,--,14,--,--,37.0,1000
Tyrin Ralph,WR,Arkansas Pine Bluff,5074.0,153.0,858.0,2828.0,6800.0,4.54,--,6.96,4.18,32.0,0911
Josh Wilkes,WR,Arkansas Pine Bluff,6025.0,179.0,848.0,3148.0,7368.0,4.76,9,7.51,4.83,33.0,0907
Jalon Thigpen,S,Arkansas Pine Bluff,5105.0,188.0,878.0,3078.0,7578.0,4.70,--,7.36,4.56,33.0,0907
Alan Lamar,RB,Arkansas State,5076.0,202.0,900.0,3058.0,7400.0,4.61,--,7.19,4.19,40.0,1004
Dahu Green,WR,Arkansas State,6040.0,194.0,968.0,3428.0,7978.0,4.58,11,7.10,4.50,38.5,1003
Ivory Scott Jr.,IOL,Arkansas State,6020.0,319.0,928.0,3268.0,7848.0,5.47,--,8.56,5.15,26.5,0706
Joe Ozougwu,EDGE,Arkansas State,6021.0,236.0,928.0,3258.0,7728.0,--,25,--,--,34.0,--
Caleb Bonner,LB,Arkansas State,6010.0,229.0,918.0,3118.0,7478.0,4.82,16,7.31,4.75,32.5,0811
Jeffmario Brown,LB,Arkansas State,6010.0,229.0,958.0,3258.0,7758.0,4.89,--,7.69,4.91,33.0,0905
Elery Alexander,S,Arkansas State,5101.0,190.0,900.0,3228.0,7458.0,4.59,11,6.97,4.50,35.5,0910
Dio Williams,CB,Arkansas Tech,6003.0,201.0,958.0,3128.0,7328.0,4.65,19,7.37,4.60,36.5,0908
Cade Barnard,FB,Army,6012.0,232.0,868.0,3058.0,7318.0,4.83,18,7.39,4.68,30.5,0809
Wilson Catoe,FB,Army,6004.0,232.0,968.0,3018.0,7268.0,4.83,--,7.26,4.77,34.0,0909
Michael Roberts,WR,Army,6014.0,231.0,1028.0,3400.0,8000.0,4.79,16,7.08,4.44,35.0,0900
Nolan Cockrill,IDL,Army,6027.0,278.0,938.0,3168.0,7618.0,5.18,32,7.46,4.71,27.0,0808
Arik Smith,LB,Army,5113.0,230.0,800.0,2928.0,7328.0,4.94,25,--,--,30.0,0903
Cedrick Cunningham Jr.,S,Army,5106.0,205.0,858.0,3000.0,7138.0,4.54,15,6.84,4.32,33.0,0906
Malkelm Morrison,S,Army,5100.0,188.0,878.0,3000.0,7318.0,4.62,--,6.75,4.10,35.5,0906
Zach Harding,P,Army,6054.0,220.0,848.0,3128.0,7658.0,--,--,--,--,--,--
Khaleed Exum-Strong,RB,Assumption,5085.0,212.0,948.0,3100.0,7400.0,4.88,20,7.29,4.52,29.5,0903
Tighe Beck,WR,Assumption,6015.0,232.0,948.0,3248.0,7700.0,4.99,18,6.99,4.41,32.0,0910
Demetris Robertson,WR,Auburn,5116.0,183.0,868.0,3158.0,7618.0,4.49,--,7.14,4.34,34.5,1002
Brodarious Hamm,IOL,Auburn,6051.0,306.0,1078.0,3528.0,8548.0,5.29,23,8.40,5.08,27.5,0808
Tony Fair,IDL,Auburn,6013.0,343.0,938.0,3178.0,7578.0,5.31,--,8.05,4.94,23.5,0801
TD Moultry,EDGE,Auburn,6013.0,246.0,900.0,3248.0,7800.0,4.77,14,7.34,4.63,29.5,0903
Zakoby McClain,LB,Auburn,5115.0,227.0,928.0,3168.0,7528.0,4.65,21,7.40,4.59,--,--
Chandler Wooten,LB,Auburn,6025.0,224.0,868.0,3268.0,7738.0,4.82,15,7.28,4.45,30.5,0903
Roger McCreary,CB,Auburn,5113.0,191.0,900.0,2948.0,7058.0,4.51,19,6.96,4.29,31.5,0908
Devin Guice,S,Auburn,5083.0,160.0,928.0,2968.0,7248.0,4.62,6,7.17,4.24,35.0,1007
Bydarrius Knighten,S,Auburn,5116.0,198.0,848.0,3148.0,7600.0,4.65,--,6.86,4.28,32.5,0908
Smoke Monday,S,Auburn,6016.0,207.0,918.0,3278.0,7900.0,--,10,6.87,4.42,30.0,--
Aidan Marshall,P,Auburn,5116.0,199.0,900.0,3018.0,7348.0,--,--,--,--,--,--
Clarke Smith,LS,Auburn,6035.0,274.0,918.0,3078.0,7600.0,--,--,--,--,--,--
Logan Swanson,IDL,Augustana,6015.0,315.0,1028.0,3178.0,7728.0,5.47,18,7.95,4.94,25.0,0802
Kyle Saddler,QB,Augustana,5111.0,198.0,938.0,3038.0,7300.0,5.13,--,7.26,4.44,29.0,0811
Gavin Zimbelman,QB,Aurora,,,,,,,,,,,
Tyran Bailey,RB,Aurora,,,,,,,,,,,
JD Woods,RB,Baker,5055.0,193.0,838.0,2918.0,6858.0,4.45,15,7.21,4.19,36.5,0911
AJ Totta,FB,Baker,5085.0,233.0,918.0,2948.0,7038.0,4.84,32,7.36,--,--,0807
Drew Plitt,QB,Ball State,6022.0,206.0,918.0,3248.0,7538.0,4.99,--,7.22,4.64,30.5,0905
Cody Rudy,FB,Ball State,5111.0,250.0,918.0,3068.0,7448.0,5.09,22,7.68,4.70,32.5,0807
Justin Hall,WR,Ball State,5083.0,189.0,868.0,2978.0,7218.0,4.58,11,7.04,4.35,35.0,0907
Hassan Littles,WR,Ball State,5093.0,185.0,918.0,3038.0,7238.0,4.78,7,7.14,4.41,34.0,1001
Curtis Blackwell,IOL,Ball State,6052.0,302.0,1018.0,3400.0,7948.0,5.29,26,7.40,4.82,29.0,0803
Chris Agyemang,IDL,Ball State,6036.0,287.0,938.0,3248.0,7828.0,--,--,7.70,4.76,25.5,0811
Christian Albright,LB,Ball State,6022.0,226.0,858.0,3368.0,8038.0,4.60,19,6.94,4.40,33.5,0911
Jaylin Thomas,LB,Ball State,6005.0,231.0,968.0,3258.0,7738.0,4.79,19,7.22,4.32,34.5,1004
Bryce Cosby,S,Ball State,5096.0,188.0,900.0,3048.0,7118.0,4.65,10,7.00,4.25,39.0,1004
JT Wahee,S,Ball State,5112.0,191.0,1028.0,3268.0,7778.0,4.66,--,6.89,4.66,34.0,1007
Jonathan Hagee,K,Ball State,5110.0,161.0,828.0,3128.0,7258.0,--,--,--,--,29.5,0906
Nathan Snyder,P,Ball State,6033.0,218.0,978.0,3228.0,7568.0,5.01,12,7.31,4.57,30.5,0905
Trestan Ebner,RB,Baylor,5106.0,209.0,848.0,3018.0,7238.0,--,13,7.16,4.53,--,0907
Abram Smith,RB,Baylor,5115.0,213.0,828.0,3028.0,7238.0,4.54,13,7.25,4.40,36.0,0908
Drew Estrada,WR,Baylor,5117.0,195.0,900.0,2978.0,7138.0,4.65,16,--,--,33.5,1000
Tyquan Thornton,WR,Baylor,6023.0,183.0,828.0,3338.0,7938.0,--,--,7.25,4.39,38.5,1011
Xavier Newman-Johnson,IOL,Baylor,6017.0,297.0,968.0,3328.0,7968.0,5.13,23,8.32,4.75,27.0,--
Johncarlo Valentin,IOL,Baylor,6036.0,341.0,948.0,3448.0,8300.0,5.39,24,8.20,4.87,25.0,0809
Terrel Bernard,LB,Baylor,6007.0,218.0,958.0,3028.0,7428.0,4.59,--,--,--,--,--
Kalon Barnes,CB,Baylor,5114.0,183.0,978.0,3168.0,7668.0,--,6,7.44,4.58,40.0,1101
Raleigh Texada,CB,Baylor,5102.0,191.0,848.0,3048.0,7138.0,4.43,15,7.11,4.15,37.0,1002
Zeke Brown,S,Baylor,6004.0,183.0,838.0,3138.0,7600.0,4.70,19,7.38,4.32,30.0,0904
Jairon McVea,S,Baylor,5090.0,182.0,878.0,2978.0,7348.0,4.45,19,7.36,4.32,36.0,1001
Jalen Pitre,S,Baylor,5110.0,195.0,918.0,3058.0,7348.0,4.46,--,--,4.15,--,0911
JT Woods,S,Baylor,6021.0,195.0,848.0,3238.0,7738.0,--,14,6.94,4.19,--,--
Jaylen Jenkins,LB,Bemidji State,5116.0,205.0,868.0,3100.0,7400.0,5.04,--,--,--,--,--
Malik Williams,WR,Bemidji State,5067.0,196.0,878.0,2918.0,6968.0,4.72,13,--,--,29.5,0901
Joshua Wleh,IDL,Bemidji State,5091.0,300.0,958.0,2938.0,7400.0,5.39,29,7.80,4.95,27.0,0711
Jalaan Owens,CB,Benedictine,,,,,,,,,,,
Andrew Brazicki,RB,Bentley,,,,,,4.65,,6.90,4.12,37.5,0911
Cole McCubrey,LB,Bentley,5114.0,227.0,878.0,2978.0,7348.0,4.61,24,7.00,4.20,36.5,1000
Robert Shufford,RB,Birmingham Southern,5063.0,180.0,828.0,2838.0,6758.0,4.80,4,7.78,4.56,30.5,0901
Charles Turner-Cox,S,Bluefield,6024.0,223.0,948.0,3348.0,8018.0,4.67,12,7.20,4.21,33.0,0908
Cyrus Habibi-Likio,RB,Boise State,5117.0,219.0,878.0,3000.0,7300.0,4.74,15,7.15,4.40,31.5,0905
Octavius Evans,WR,Boise State,6006.0,202.0,1028.0,3200.0,7668.0,4.73,9,7.13,4.15,34.5,0910
Khalil Shakir,WR,Boise State,5117.0,196.0,958.0,2918.0,7148.0,--,16,--,--,38.5,1004
Uzo Osuji,IOL,Boise State,6063.0,301.0,858.0,3568.0,8548.0,5.01,26,7.75,5.02,29.5,0904
Jake Stetz,IOL,Boise State,6025.0,302.0,900.0,3200.0,7878.0,5.25,28,7.95,4.73,22.5,0709
Kekaula Kaniho,S,Boise State,5102.0,186.0,878.0,3018.0,7318.0,4.64,--,6.71,4.43,34.5,0903
Joel Velazquez,P,Boise State,5117.0,227.0,918.0,2900.0,7200.0,--,--,--,--,--,--
Daniel Cantrell,LS,Boise State,6001.0,242.0,958.0,3118.0,7428.0,4.86,20,7.40,4.52,31.0,0902
Dennis Grosel,QB,Boston College,6017.0,213.0,878.0,3000.0,7238.0,4.85,--,7.20,4.47,33.0,0905
Travis Levy,RB,Boston College,5104.0,202.0,828.0,3148.0,7528.0,4.71,21,7.42,4.46,33.0,0910
Dante Baldelli,TE,Boston College,6035.0,212.0,928.0,3218.0,7718.0,4.72,--,--,4.19,29.0,0909
Trae Barry,TE,Boston College,6061.0,250.0,1018.0,3500.0,8500.0,5.16,13,7.33,4.53,25.5,0900
Tyler Vrabel,OT,Boston College,6056.0,315.0,968.0,3238.0,8138.0,5.40,25,7.47,4.61,28.5,0902
Zion Johnson,IOL,Boston College,6025.0,314.0,1058.0,3400.0,8278.0,--,--,--,--,--,--
Alec Lindstrom,IOL,Boston College,6033.0,299.0,928.0,3258.0,7738.0,--,--,--,--,--,--
Ben Petrula,IOL,Boston College,6050.0,316.0,1018.0,3300.0,8028.0,5.32,23,7.99,4.83,31.5,0900
TJ Rayam,IDL,Boston College,5117.0,299.0,900.0,3158.0,7448.0,5.09,19,8.14,4.95,21.5,0802
Brandon Barlow,EDGE,Boston College,6040.0,256.0,978.0,3368.0,8118.0,4.83,23,7.16,4.47,35.0,0907
Isaiah Graham-Mobley,LB,Boston College,6010.0,229.0,928.0,3200.0,7638.0,--,16,7.75,4.41,36.5,1002
Brandon Sebastian,CB,Boston College,6001.0,182.0,848.0,3168.0,7568.0,4.60,10,7.12,4.37,35.0,1004
Mike Palmer,S,Boston College,6012.0,194.0,928.0,3038.0,7418.0,4.68,10,7.09,4.59,32.5,0907
JT Thompson,S,Boston College,5110.0,186.0,958.0,3078.0,7368.0,4.64,--,--,4.34,35.0,1011
Grant Carlson,P,Boston College,5111.0,187.0,848.0,2968.0,7238.0,5.04,--,7.11,4.37,27.5,0900
Wes Bowers,LB,Bowie State,,,,,,,17,,,35.0,0906
Simeon Gatling,CB,Bowie State,,,,,,,14,,,34.0,0902
Tevin Singleton,CB,Bowie State,,,,,,,,,,33.5,0911
Myles Wolfolk,S,Bowie State,5115.0,199.0,928.0,3228.0,7558.0,4.75,16,7.13,4.32,34.0,0911
Devin Taylor,CB,Bowling Green,5115.0,191.0,928.0,3228.0,7448.0,4.64,10,7.20,4.56,31.5,0907
Nate Needham,K,Bowling Green,5115.0,193.0,958.0,3018.0,7448.0,--,--,--,--,--,--
Josh Greenwood,IDL,Brockport,6002.0,284.0,948.0,3168.0,7468.0,4.88,23,--,--,31.5,0906
EJ Perry,QB,Brown,6015.0,208.0,900.0,3200.0,7548.0,--,--,--,--,--,--
Chad Broome-Webster,IOL,Brown,6037.0,301.0,878.0,3300.0,8038.0,5.50,18,7.96,4.82,24.0,0806
Eric Pacheco,WR,Buena Vista,5104.0,192.0,938.0,2918.0,7200.0,4.67,16,7.10,4.75,34.5,1004
Kevin Marks Jr.,RB,Buffalo,5111.0,200.0,968.0,3148.0,7418.0,4.60,--,7.42,4.37,35.5,0910
Jake Molinich,TE,Buffalo,6005.0,247.0,928.0,3118.0,7548.0,4.97,26,7.47,4.62,31.0,0903
Josh Rogers,IDL,Buffalo,6043.0,295.0,1018.0,3538.0,8478.0,5.27,14,7.94,4.88,27.5,0810
Kadofi Wright,LB,Buffalo,6031.0,229.0,918.0,3300.0,7818.0,4.61,18,7.41,4.56,32.5,1003
Ja'Marcus Ingram,CB,Buffalo,6010.0,185.0,928.0,3158.0,7578.0,4.60,12,7.06,4.34,36.0,1005
Jeremiah Riordan,LS,Buffalo,5116.0,242.0,900.0,3058.0,7178.0,--,--,--,--,--,--
Kyle Schreader,IOL,Buffalo State,6011.0,300.0,938.0,3138.0,7438.0,5.80,18,8.69,5.27,19.0,0702
Cole Jenkins,LS,Buffalo State,6007.0,245.0,928.0,3000.0,7458.0,--,--,--,--,--,--
Tyler Allgeier,RB,BYU,5106.0,221.0,958.0,3148.0,7478.0,--,21,7.09,4.36,--,--
Samson Nacua,WR,BYU,6027.0,206.0,900.0,3228.0,7778.0,4.52,16,6.75,4.40,32.0,1001
Neil Pau'u,WR,BYU,6034.0,205.0,878.0,3068.0,7378.0,4.72,14,7.07,4.15,31.0,0910
James Empey,IOL,BYU,6034.0,297.0,958.0,3248.0,7838.0,5.43,23,7.71,4.71,25.5,0803
Uriah Leiataua,EDGE,BYU,6027.0,252.0,968.0,3258.0,7748.0,5.09,23,7.46,4.70,28.5,0906
Chase Garbers,QB,Cal,6017.0,215.0,928.0,3058.0,7468.0,4.83,--,--,--,32.0,0904
Marcel Dancy,RB,Cal,5084.0,198.0,938.0,3028.0,7318.0,4.81,17,6.89,4.18,34.5,0909
Trevon Clark,WR,Cal,6026.0,193.0,868.0,3058.0,7448.0,4.69,9,7.20,4.50,31.5,0904
Kekoa Crawford,WR,Cal,6004.0,192.0,868.0,3028.0,7358.0,4.52,12,7.15,4.49,35.5,1005
Jake Tonges,TE,Cal,6043.0,240.0,1000.0,3268.0,7918.0,4.77,17,7.09,4.45,35.5,1000
Valentino Daltoso,IOL,Cal,6046.0,299.0,948.0,3238.0,7758.0,5.59,16,8.06,4.87,28.5,0803
Luc Bequette,IDL,Cal,6014.0,281.0,938.0,3058.0,7468.0,5.11,25,7.62,4.58,33.0,0904
Marqez Bimage,EDGE,Cal,6013.0,249.0,1028.0,3148.0,7928.0,4.78,--,7.47,4.52,32.5,0909
Cameron Goode,EDGE,Cal,6026.0,232.0,858.0,3378.0,8168.0,4.63,17,6.91,4.22,39.0,1005
Kuony Deng,LB,Cal,6053.0,244.0,1058.0,3368.0,8248.0,4.80,17,7.28,4.46,33.0,1000
Josh Drayden,CB,Cal,5095.0,184.0,878.0,3058.0,7448.0,4.66,--,7.09,4.40,34.0,0908
Elijah Hicks,S,Cal,5107.0,198.0,968.0,3048.0,7548.0,--,--,--,--,--,--
Quentin Harrison,WR,Cal Poly,6022.0,199.0,1068.0,3100.0,7338.0,4.71,12,6.90,4.28,39.0,1004
Dontae Crow,WR,Campbell,,,,,,4.49,,7.05,,40.5,1003
Malik Grate,CB,Campbell,,,,,,4.44,,6.70,,40.0,1100
Breylin Smith,QB,Central Arkansas,6023.0,227.0,900.0,3148.0,7518.0,--,--,--,--,--,--
Tobias Enlow,WR,Central Arkansas,6016.0,198.0,878.0,3168.0,7548.0,4.89,8,7.13,4.38,26.0,0808
Lujuan Winningham,WR,Central Arkansas,6030.0,198.0,958.0,3338.0,8018.0,4.64,12,--,--,37.5,1003
Sam Camargo,TE,Central Arkansas,6027.0,262.0,938.0,3268.0,7848.0,4.94,30,7.40,4.51,35.0,0906
Jaden Salley,G,Central Arkansas,6016.0,288.0,1000.0,3368.0,8128.0,5.49,25,8.05,4.77,21.0,0706
A'Javius Brown,IDL,Central Arkansas,6001.0,323.0,928.0,3138.0,7848.0,5.45,19,8.35,5.25,24.0,0801
JW Jones,EDGE,Central Arkansas,6030.0,256.0,918.0,3348.0,7918.0,4.98,24,7.59,4.50,32.5,0809
Trenton Dunn,S,Central Arkansas,6013.0,201.0,900.0,3200.0,7648.0,4.76,11,7.37,4.43,34.0,0909
Tyshaun James,WR,Central Connecticut,6022.0,214.0,948.0,3158.0,7768.0,4.49,22,7.07,4.39,37.5,1011
Katavious Taylor,WR,Central Methodist,6003.0,184.0,900.0,3078.0,7500.0,4.67,--,--,--,--,--
Will Miles,EDGE,Central Methodist,6050.0,279.0,900.0,3628.0,8500.0,5.04,15,7.45,4.70,33.0,0907
Hunter Buczkowski,FB,Central Michigan,5115.0,251.0,938.0,2978.0,7368.0,5.02,20,7.69,4.44,29.0,0810
